,Age,Attrition,BusinessTravel,Department,DistanceFromHome,EducationField,EnvironmentSatisfaction,Gender,JobInvolvement,JobLevel,JobRole,JobSatisfaction,MonthlyIncome,NumCompaniesWorked,OverTime,PercentSalaryHike,PerformanceRating,YearsAtCompany
826,26.0,Yes,Non-Travel,Sales,29.0,Medical,2,Male,1,2,Sales Executive,1.0,4969.0,8,No,18,3,2
827,35.0,Yes,Travel_Rarely,Research & Development,,Life Sciences,2,Male,2,2,Manufacturing Director,3.0,5916.0,3,Yes,13,3,1
828,31.0,Yes,Travel_Rarely,,18.0,Human Resources,4,Male,4,1,Human Resources,1.0,2956.0,0,No,17,3,1
829,34.0,No,Travel_Rarely,Research & Development,8.0,Medical,2,Male,4,2,Laboratory Technician,3.0,4404.0,2,No,12,3,4
830,30.0,No,Non-Travel,,9.0,Medical,3,Female,3,2,Manufacturing Director,3.0,4695.0,7,Yes,18,3,8
831,40.0,No,Travel_Rarely,Research & Development,16.0,Life Sciences,3,Female,3,3,Manufacturing Director,4.0,,6,Yes,15,3,4
832,26.0,Yes,Travel_Rarely,Sales,8.0,Technical Degree,4,Male,2,2,Sales Executive,1.0,5326.0,6,No,17,3,4
833,27.0,No,Non-Travel,Research & Development,3.0,Medical,4,Male,3,1,Research Scientist,4.0,1706.0,1,No,11,3,0
834,26.0,No,Travel_Frequently,Research & Development,1.0,Medical,1,Female,2,1,Research Scientist,3.0,2007.0,1,No,13,3,5
835,22.0,Yes,Travel_Rarely,,3.0,Life Sciences,2,Female,3,2,Manufacturing Director,3.0,4171.0,0,Yes,19,3,3
836,51.0,No,Travel_Rarely,Research & Development,3.0,Technical Degree,1,Female,3,3,Manager,3.0,13116.0,2,No,11,3,2
837,27.0,No,Travel_Rarely,Sales,8.0,Marketing,2,Female,3,2,Sales Executive,2.0,6214.0,1,No,18,3,8
838,31.0,Yes,Travel_Frequently,Research & Development,2.0,Life Sciences,2,Male,3,1,Laboratory Technician,4.0,3722.0,6,Yes,13,3,2
839,34.0,Yes,Travel_Frequently,Sales,6.0,Marketing,4,Female,1,1,Sales Representative,3.0,,0,No,16,3,2
840,24.0,No,Travel_Rarely,Research & Development,18.0,Life Sciences,2,Male,3,1,Laboratory Technician,3.0,2774.0,0,No,12,3,5
841,26.0,Yes,Travel_Rarely,Human Resources,20.0,Medical,4,Female,3,1,Human Resources,2.0,2148.0,0,Yes,11,3,5
842,38.0,No,Travel_Rarely,Human Resources,1.0,Human Resources,3,Male,4,1,Human Resources,3.0,2844.0,1,No,13,3,7
843,47.0,No,Travel_Rarely,Research & Development,9.0,Life Sciences,2,Female,3,1,Laboratory Technician,3.0,2105.0,4,No,12,3,2
844,,Yes,Travel_Rarely,Sales,2.0,Medical,3,Female,2,1,Sales Representative,3.0,2044.0,1,No,13,3,2
845,,No,Travel_Rarely,Research & Development,,Life Sciences,4,Female,3,1,Research Scientist,1.0,2782.0,0,Yes,13,3,5
846,49.0,No,Travel_Rarely,Research & Development,1.0,Life Sciences,3,Male,3,4,Manager,3.0,15379.0,4,No,14,3,8
847,36.0,Yes,Travel_Rarely,Sales,3.0,Life Sciences,3,Male,2,3,Sales Executive,4.0,10325.0,1,Yes,11,3,16
848,35.0,No,,Research & Development,11.0,Medical,4,Male,3,1,Laboratory Technician,3.0,2660.0,7,Yes,11,3,2
849,20.0,Yes,Travel_Rarely,Research & Development,,Medical,4,Male,3,1,Research Scientist,3.0,1009.0,1,Yes,11,3,1
850,34.0,No,Travel_Rarely,Research & Development,5.0,Medical,2,Male,2,2,Laboratory Technician,4.0,3986.0,1,No,14,3,15
851,42.0,No,Travel_Rarely,Research & Development,,Medical,2,Male,4,2,Healthcare Representative,1.0,5538.0,5,No,18,3,0
852,,Yes,,,2.0,Life Sciences,2,Female,1,1,Laboratory Technician,4.0,2778.0,4,Yes,13,3,7
853,30.0,No,Travel_Rarely,Research & Development,18.0,Life Sciences,1,Female,3,1,Research Scientist,,2632.0,1,No,14,3,5
854,32.0,Yes,Travel_Rarely,Sales,2.0,Marketing,3,Male,2,2,Sales Executive,2.0,9907.0,7,Yes,12,3,2
855,38.0,No,Travel_Rarely,Sales,14.0,Life Sciences,3,Male,3,2,Sales Executive,2.0,9924.0,0,No,11,3,9
856,,No,,Research & Development,1.0,Medical,1,Female,3,3,Research Director,4.0,13603.0,2,Yes,18,3,5
857,30.0,No,Travel_Rarely,Sales,2.0,Technical Degree,3,Male,3,1,Sales Representative,2.0,2476.0,1,No,18,3,1
858,41.0,No,Travel_Rarely,Research & Development,7.0,Technical Degree,2,Female,4,1,Research Scientist,3.0,3376.0,1,No,13,3,10
859,28.0,Yes,Non-Travel,Research & Development,24.0,Technical Degree,2,Male,2,3,Healthcare Representative,1.0,8722.0,1,No,12,3,10
860,22.0,Yes,Travel_Rarely,Research & Development,3.0,Life Sciences,2,Female,3,2,Manufacturing Director,3.0,4171.0,0,Yes,19,3,3
861,23.0,Yes,Travel_Frequently,Sales,9.0,Marketing,4,Male,3,1,Sales Representative,1.0,1790.0,1,No,19,3,1
862,44.0,No,Travel_Rarely,Research & Development,2.0,Life Sciences,3,Female,4,3,Healthcare Representative,4.0,7879.0,1,Yes,19,3,8
863,24.0,Yes,Travel_Rarely,Research & Development,,Life Sciences,4,Female,3,1,Laboratory Technician,2.0,2210.0,1,No,13,3,1
864,20.0,Yes,Travel_Rarely,Research & Development,4.0,Technical Degree,1,Male,3,1,Laboratory Technician,1.0,2973.0,1,No,19,3,1
865,48.0,No,Travel_Rarely,,4.0,Life Sciences,3,Male,2,3,Healthcare Representative,3.0,10999.0,7,No,14,3,15
866,25.0,Yes,Travel_Frequently,Sales,24.0,Life Sciences,3,Male,1,1,Sales Representative,4.0,1118.0,1,Yes,14,3,1
867,20.0,Yes,Travel_Rarely,Research & Development,4.0,Technical Degree,1,Male,3,1,Laboratory Technician,1.0,2973.0,1,No,19,3,1
868,35.0,Yes,Travel_Rarely,Sales,15.0,Medical,1,Male,1,2,Sales Executive,4.0,5440.0,6,Yes,14,3,2
869,32.0,No,Travel_Frequently,Research & Development,2.0,Life Sciences,4,Female,3,2,Research Scientist,3.0,4998.0,4,Yes,14,3,8
870,34.0,No,,Sales,14.0,Technical Degree,3,Female,3,1,Sales Representative,3.0,2579.0,1,Yes,18,3,8
871,52.0,No,Travel_Rarely,Research & Development,4.0,Life Sciences,4,Female,3,4,Manager,4.0,16555.0,2,No,13,3,5
872,21.0,No,Travel_Rarely,Research & Development,1.0,Technical Degree,4,Female,2,1,Research Scientist,2.0,2070.0,1,Yes,11,3,2
873,45.0,No,Travel_Rarely,,25.0,Life Sciences,2,Female,2,2,Manufacturing Director,4.0,5906.0,0,No,13,3,9
874,34.0,No,Travel_Rarely,Research & Development,20.0,Technical Degree,3,Female,4,1,Research Scientist,,,0,No,17,3,1
875,32.0,No,Travel_Rarely,Research & Development,8.0,Medical,3,Female,4,2,Research Scientist,3.0,5175.0,5,No,12,3,5
876,29.0,No,Travel_Rarely,Human Resources,17.0,Other,2,Male,2,3,Human Resources,1.0,7988.0,1,No,13,3,10
877,30.0,No,Travel_Rarely,Sales,7.0,Marketing,4,Female,3,2,Sales Executive,1.0,4779.0,7,No,14,3,3
878,35.0,No,,,,Life Sciences,3,Male,3,2,Sales Executive,1.0,8966.0,3,Yes,15,3,7
879,,Yes,Travel_Rarely,Sales,24.0,Life Sciences,1,Male,3,3,Sales Executive,1.0,10448.0,6,Yes,13,3,2
880,36.0,No,Non-Travel,Sales,8.0,Life Sciences,1,Male,2,3,Sales Executive,1.0,7587.0,1,No,15,3,10
881,27.0,No,Travel_Rarely,Research & Development,19.0,Other,4,Male,2,1,Laboratory Technician,1.0,4066.0,1,No,11,3,7
882,35.0,Yes,Travel_Rarely,Research & Development,23.0,Life Sciences,2,Male,2,2,Manufacturing Director,3.0,5916.0,3,Yes,13,3,1
883,44.0,Yes,Travel_Rarely,Research & Development,,Medical,1,Female,3,3,Healthcare Representative,4.0,7978.0,1,No,11,3,10
884,31.0,No,Travel_Rarely,Sales,8.0,Life Sciences,1,Male,3,3,Sales Executive,4.0,10793.0,1,No,18,3,13
885,49.0,No,Travel_Rarely,Research & Development,22.0,Other,1,Female,3,4,Research Director,2.0,16413.0,3,No,16,3,4
886,48.0,No,Travel_Rarely,Research & Development,,Life Sciences,1,Male,2,2,Healthcare Representative,3.0,4240.0,2,No,13,3,2
887,36.0,No,Travel_Rarely,Research & Development,10.0,Technical Degree,4,Female,3,3,Healthcare Representative,3.0,7094.0,3,No,12,3,7
888,30.0,Yes,Travel_Frequently,Sales,12.0,Life Sciences,2,Male,2,1,Sales Representative,1.0,2033.0,1,No,18,3,1
889,32.0,No,Non-Travel,Research & Development,5.0,Technical Degree,2,Male,3,1,Research Scientist,2.0,2718.0,2,No,14,3,7
890,53.0,No,Travel_Rarely,Research & Development,7.0,Life Sciences,3,Male,4,4,Research Director,3.0,14814.0,3,No,19,3,5
891,37.0,No,Travel_Frequently,Research & Development,11.0,Other,2,Male,3,3,Research Director,4.0,,1,Yes,14,3,10
892,26.0,Yes,Travel_Rarely,Research & Development,16.0,Medical,1,Male,3,1,Laboratory Technician,2.0,2373.0,2,Yes,13,3,3
893,36.0,No,Travel_Rarely,Sales,1.0,Life Sciences,2,Female,3,2,Sales Executive,,6815.0,6,No,13,3,1
894,32.0,Yes,Non-Travel,Sales,11.0,Other,4,Male,4,2,Sales Executive,3.0,4707.0,8,No,12,3,4
895,41.0,No,Non-Travel,Human Resources,4.0,Human Resources,3,Male,1,2,Human Resources,2.0,6430.0,6,No,19,3,3
896,26.0,Yes,Travel_Frequently,Research & Development,,Medical,3,Female,2,1,Research Scientist,3.0,,1,Yes,14,3,8
897,49.0,No,Travel_Rarely,Sales,11.0,Marketing,4,Female,3,2,Sales Executive,4.0,4507.0,3,No,12,3,5
898,35.0,No,Travel_Rarely,Research & Development,27.0,Medical,3,Female,2,1,Research Scientist,1.0,2559.0,1,No,11,3,6
899,30.0,No,Travel_Rarely,Research & Development,9.0,Medical,4,Male,2,1,Laboratory Technician,3.0,2206.0,1,No,13,3,10
900,28.0,No,Travel_Frequently,Research & Development,,Life Sciences,3,Male,2,1,Research Scientist,3.0,2703.0,1,Yes,14,3,3
901,35.0,No,Travel_Rarely,Research & Development,27.0,Life Sciences,4,Male,3,2,Manufacturing Director,3.0,6883.0,2,No,16,3,7
902,31.0,No,Non-Travel,Research & Development,5.0,Medical,2,Male,3,2,Manufacturing Director,1.0,9936.0,0,No,19,3,9
903,,No,Travel_Rarely,Research & Development,23.0,Medical,3,Female,3,1,Laboratory Technician,1.0,4014.0,3,Yes,15,3,2
904,24.0,No,Non-Travel,Research & Development,11.0,Other,1,Female,4,2,Manufacturing Director,3.0,4011.0,0,No,18,3,4
905,24.0,Yes,Travel_Rarely,Research & Development,1.0,Medical,2,Male,3,1,Research Scientist,4.0,2293.0,2,Yes,16,3,2
906,42.0,No,Travel_Rarely,Sales,8.0,Marketing,3,Male,3,2,Sales Executive,2.0,6825.0,0,No,11,3,9
907,21.0,Yes,Travel_Rarely,Sales,12.0,Life Sciences,3,Female,4,1,Sales Representative,2.0,2716.0,1,No,15,3,1
908,44.0,Yes,Travel_Rarely,Research & Development,10.0,Life Sciences,3,Male,3,1,Research Scientist,3.0,2936.0,1,Yes,11,3,6
909,,Yes,Travel_Frequently,Sales,3.0,Medical,2,Female,3,1,Sales Representative,4.0,1569.0,1,Yes,12,3,0
910,25.0,No,Travel_Rarely,Sales,4.0,Life Sciences,2,Female,2,2,Sales Executive,4.0,4487.0,1,Yes,11,3,5
911,33.0,Yes,Travel_Rarely,Research & Development,14.0,Medical,3,Male,3,1,Laboratory Technician,4.0,2436.0,5,Yes,13,3,5
912,32.0,Yes,Travel_Rarely,Sales,,Life Sciences,1,Male,1,2,Sales Executive,,6735.0,6,No,15,3,0
913,56.0,Yes,Travel_Rarely,Research & Development,7.0,Technical Degree,4,Male,3,1,Laboratory Technician,3.0,2339.0,8,No,11,3,10
914,32.0,Yes,Travel_Rarely,,4.0,Medical,4,Male,1,3,Sales Executive,4.0,10400.0,1,No,11,3,14
915,28.0,Yes,Travel_Rarely,Research & Development,1.0,Life Sciences,1,Female,1,1,Research Scientist,2.0,2216.0,7,Yes,13,3,7
916,,Yes,Travel_Frequently,Sales,,Marketing,3,Female,2,2,Sales Executive,1.0,6696.0,5,No,15,3,6
917,,No,Travel_Rarely,Research & Development,7.0,Medical,1,Male,3,1,Research Scientist,4.0,2972.0,1,No,13,3,1
918,35.0,Yes,Travel_Rarely,Research & Development,23.0,Life Sciences,2,Male,2,2,Manufacturing Director,3.0,5916.0,3,Yes,13,3,1
919,,Yes,Non-Travel,Sales,29.0,Medical,2,Male,1,2,Sales Executive,,4969.0,8,No,18,3,2
920,31.0,Yes,Travel_Rarely,,13.0,Medical,2,Male,3,2,Sales Executive,1.0,4233.0,2,No,17,3,3
921,,Yes,Travel_Frequently,Sales,1.0,Life Sciences,2,Female,1,1,Sales Representative,3.0,1359.0,1,No,12,3,1
922,,Yes,Travel_Frequently,Research & Development,29.0,Medical,3,Male,2,1,Laboratory Technician,2.0,3479.0,0,No,11,3,5
923,39.0,No,Travel_Rarely,Research & Development,1.0,Medical,3,Female,3,1,Laboratory Technician,3.0,2232.0,7,No,14,3,3
924,36.0,Yes,Travel_Rarely,Sales,3.0,Life Sciences,3,Male,2,3,Sales Executive,4.0,10325.0,1,Yes,11,3,16
925,32.0,No,Travel_Rarely,Sales,1.0,Medical,2,Male,2,1,Sales Representative,2.0,2269.0,0,No,14,3,2
926,37.0,Yes,Travel_Frequently,Research & Development,10.0,Medical,1,Male,3,3,Manufacturing Director,3.0,10048.0,6,No,11,3,1
927,26.0,No,Travel_Rarely,Research & Development,7.0,Other,3,Male,4,1,Laboratory Technician,1.0,3578.0,0,No,12,3,7
928,49.0,No,Travel_Rarely,,7.0,Life Sciences,3,Male,3,3,Healthcare Representative,2.0,10466.0,3,No,14,3,8
929,50.0,Yes,Travel_Rarely,Sales,28.0,Marketing,4,Male,2,3,Sales Executive,1.0,,4,Yes,13,3,3
930,33.0,Yes,Travel_Rarely,Research & Development,1.0,Other,4,Male,3,1,Research Scientist,4.0,2686.0,1,Yes,13,3,10
931,31.0,No,Travel_Frequently,,7.0,Marketing,1,Female,3,3,Sales Executive,1.0,9637.0,2,No,14,3,3
932,34.0,Yes,Travel_Rarely,Human Resources,9.0,Technical Degree,1,Female,3,1,Human Resources,3.0,2742.0,1,No,15,3,2
933,28.0,Yes,Travel_Frequently,Research & Development,1.0,Medical,1,Male,2,1,Laboratory Technician,2.0,,1,No,15,3,1
934,,No,Travel_Rarely,Sales,10.0,Life Sciences,3,Male,3,2,Sales Executive,4.0,4950.0,0,No,14,3,4
935,28.0,Yes,Travel_Rarely,Research & Development,24.0,Medical,3,Male,3,1,Laboratory Technician,2.0,2408.0,1,Yes,17,3,1
936,25.0,No,Non-Travel,Research & Development,5.0,Life Sciences,2,Male,4,2,Healthcare Representative,1.0,4000.0,1,No,12,3,6
937,40.0,No,Non-Travel,Research & Development,9.0,Other,3,Male,3,2,Laboratory Technician,3.0,3975.0,3,No,11,3,8
938,,Yes,Travel_Rarely,Research & Development,10.0,Medical,1,Male,1,1,Laboratory Technician,4.0,3408.0,7,No,13,3,4
939,35.0,No,Travel_Rarely,Research & Development,,Life Sciences,2,Male,1,2,Research Scientist,4.0,,1,No,13,3,17
940,41.0,No,Travel_Rarely,Research & Development,12.0,Life Sciences,2,Male,3,1,Laboratory Technician,4.0,4766.0,3,Yes,11,3,1
941,33.0,No,,Research & Development,9.0,Medical,1,Male,3,1,Research Scientist,4.0,2781.0,0,No,13,3,14
942,35.0,No,Travel_Frequently,Research & Development,18.0,Life Sciences,3,Male,3,2,Healthcare Representative,3.0,5689.0,1,Yes,14,3,10
943,33.0,No,Travel_Rarely,Research & Development,7.0,Medical,3,Male,3,3,Research Director,3.0,11691.0,0,No,11,3,13
944,55.0,No,Travel_Frequently,Research & Development,18.0,Medical,3,Male,3,2,Healthcare Representative,2.0,6385.0,3,Yes,14,3,8
945,35.0,Yes,Travel_Frequently,Research & Development,25.0,Life Sciences,4,Female,3,1,Research Scientist,2.0,2022.0,1,Yes,19,3,10
946,27.0,No,Travel_Rarely,Research & Development,5.0,Technical Degree,3,Male,2,3,Research Director,4.0,12808.0,1,Yes,16,3,9
947,31.0,Yes,Travel_Rarely,Human Resources,18.0,Human Resources,4,Male,4,1,Human Resources,1.0,2956.0,0,No,17,3,1
948,40.0,No,Travel_Rarely,Sales,9.0,Medical,1,Male,3,2,Sales Executive,1.0,5473.0,0,No,12,3,8
949,42.0,No,,Research & Development,18.0,Life Sciences,4,Male,3,2,Research Scientist,1.0,5410.0,6,Yes,17,3,4
950,47.0,No,Non-Travel,Research & Development,14.0,Technical Degree,3,Male,3,2,Research Scientist,2.0,5467.0,8,No,18,3,8
951,35.0,No,Travel_Rarely,Research & Development,6.0,Life Sciences,3,Male,3,1,Research Scientist,3.0,3506.0,0,Yes,14,3,3
952,34.0,Yes,Travel_Rarely,Research & Development,6.0,Medical,2,Male,3,1,Research Scientist,1.0,,2,No,11,3,4
953,,Yes,Travel_Rarely,,9.0,Life Sciences,4,Male,3,1,Laboratory Technician,1.0,2018.0,3,No,14,3,5
954,33.0,No,Travel_Rarely,Research & Development,8.0,Life Sciences,4,Male,4,1,Research Scientist,1.0,3143.0,6,No,19,3,10
955,41.0,Yes,Non-Travel,Research & Development,5.0,Life Sciences,1,Male,2,1,Research Scientist,,2107.0,6,No,17,3,1
956,22.0,No,Travel_Rarely,Research & Development,,Technical Degree,3,Male,3,1,Laboratory Technician,4.0,2523.0,0,No,14,3,2
957,37.0,No,,Sales,4.0,Marketing,1,Male,3,1,Sales Representative,4.0,2793.0,4,No,17,3,9
958,29.0,Yes,Travel_Frequently,Sales,24.0,Technical Degree,3,Male,4,1,Sales Representative,1.0,1091.0,1,No,17,3,1
959,35.0,No,Non-Travel,Research & Development,,Life Sciences,3,Female,3,2,Healthcare Representative,3.0,4148.0,1,No,12,3,14
960,35.0,Yes,Travel_Rarely,,27.0,Life Sciences,3,Male,3,2,Sales Executive,4.0,5813.0,1,Yes,18,3,10
961,20.0,Yes,Travel_Rarely,Research & Development,11.0,Medical,4,Female,2,1,Research Scientist,1.0,2600.0,1,Yes,15,3,1
962,39.0,Yes,Travel_Rarely,Sales,5.0,Technical Degree,4,Male,3,2,Sales Representative,4.0,2086.0,3,No,14,3,1
963,28.0,No,Non-Travel,Research & Development,16.0,Medical,3,Male,3,1,Research Scientist,3.0,2144.0,1,No,14,3,5
964,,No,Travel_Rarely,Research & Development,1.0,Technical Degree,2,Female,3,3,Manufacturing Director,4.0,7491.0,4,No,17,3,6
965,45.0,No,Travel_Rarely,,,Marketing,4,Male,3,3,Sales Executive,1.0,10761.0,4,Yes,12,3,5
966,29.0,No,Travel_Rarely,Sales,2.0,Medical,1,Male,2,2,Sales Executive,2.0,6644.0,2,No,19,3,0
967,40.0,No,,Research & Development,11.0,Technical Degree,4,Female,3,2,Laboratory Technician,3.0,,1,No,11,3,10
968,33.0,No,Travel_Frequently,Sales,7.0,Life Sciences,4,Female,3,2,Sales Executive,2.0,4302.0,0,No,17,3,3
969,36.0,No,Travel_Frequently,Research & Development,23.0,Medical,3,Male,4,2,Laboratory Technician,4.0,,4,No,17,3,5
970,33.0,Yes,Travel_Rarely,Research & Development,14.0,Medical,3,Male,3,1,Laboratory Technician,4.0,2436.0,5,Yes,13,3,5
971,45.0,No,Travel_Rarely,Research & Development,7.0,Medical,1,Female,3,1,Research Scientist,3.0,4477.0,4,Yes,19,3,3
972,50.0,Yes,Travel_Frequently,Sales,8.0,Technical Degree,2,Male,3,2,Sales Executive,3.0,6796.0,3,Yes,14,3,4
973,51.0,No,Travel_Rarely,Research & Development,2.0,Medical,4,Male,1,2,Manufacturing Director,2.0,5482.0,5,No,18,3,4
974,34.0,No,Travel_Rarely,Human Resources,3.0,Human Resources,3,Male,3,1,Human Resources,4.0,3737.0,0,No,19,3,3
975,18.0,Yes,Travel_Frequently,Sales,,Medical,2,Female,3,1,Sales Representative,4.0,1569.0,1,Yes,12,3,0
976,31.0,Yes,Travel_Frequently,,,Life Sciences,3,Female,4,3,Manufacturing Director,2.0,7446.0,1,No,11,3,10
977,,No,Travel_Rarely,Research & Development,1.0,Medical,2,Male,4,4,Research Director,4.0,14732.0,2,No,13,3,7
978,,No,Travel_Rarely,Research & Development,1.0,Life Sciences,3,Female,3,2,Healthcare Representative,4.0,6513.0,4,No,17,3,5
979,34.0,No,Travel_Rarely,Sales,1.0,Marketing,2,Male,4,2,Sales Executive,4.0,9725.0,0,No,11,3,15
980,37.0,Yes,Travel_Rarely,Research & Development,2.0,Other,4,Male,2,1,Laboratory Technician,3.0,2090.0,6,Yes,15,3,0
981,43.0,No,Travel_Frequently,Research & Development,9.0,Medical,4,Male,3,2,Laboratory Technician,3.0,5679.0,3,Yes,13,3,8
982,49.0,No,Travel_Rarely,Research & Development,1.0,Technical Degree,3,Female,2,4,Healthcare Representative,3.0,13964.0,7,Yes,12,3,7
983,55.0,No,Travel_Rarely,Research & Development,4.0,Life Sciences,4,Male,3,2,Healthcare Representative,3.0,4035.0,0,Yes,16,3,3
984,31.0,Yes,Travel_Frequently,Sales,,Life Sciences,4,Female,3,1,Sales Representative,2.0,2302.0,1,Yes,11,3,3
985,32.0,No,Travel_Rarely,Research & Development,1.0,Life Sciences,4,Male,3,1,Research Scientist,1.0,2956.0,1,No,13,3,1
986,34.0,Yes,Travel_Frequently,Sales,6.0,Marketing,4,Female,1,1,Sales Representative,3.0,2351.0,0,No,16,3,2
987,35.0,No,,Sales,7.0,Life Sciences,3,Female,3,2,Sales Executive,4.0,,1,Yes,11,3,10
988,25.0,No,Travel_Rarely,,4.0,Marketing,3,Male,2,2,Sales Executive,1.0,4256.0,1,No,12,3,5
989,29.0,No,Travel_Rarely,Research & Development,,Other,4,Male,2,2,Laboratory Technician,2.0,4025.0,4,Yes,13,3,4
990,38.0,No,Travel_Rarely,,,Life Sciences,3,Female,3,3,Manufacturing Director,3.0,7861.0,4,Yes,14,3,1
991,48.0,Yes,,Sales,7.0,Medical,4,Female,3,1,Sales Representative,3.0,2655.0,2,Yes,11,3,9
992,27.0,No,Travel_Frequently,Sales,,Marketing,3,Male,3,2,Sales Executive,4.0,4342.0,0,No,19,3,4
993,29.0,No,Travel_Rarely,Research & Development,7.0,Life Sciences,4,Male,3,1,Laboratory Technician,1.0,2062.0,3,No,14,3,3
994,38.0,No,Travel_Rarely,,3.0,Life Sciences,1,Male,3,3,Sales Executive,3.0,10609.0,0,No,12,3,16
995,31.0,Yes,Travel_Rarely,Sales,13.0,Medical,2,Male,3,2,Sales Executive,,4233.0,2,No,17,3,3
996,49.0,No,Travel_Rarely,Research & Development,20.0,Medical,3,Female,3,2,Manufacturing Director,1.0,6567.0,1,No,14,3,15
997,28.0,No,Travel_Rarely,Research & Development,17.0,Medical,3,Male,3,2,Laboratory Technician,1.0,4558.0,1,No,12,3,10
998,32.0,Yes,Travel_Rarely,Sales,1.0,Life Sciences,1,Male,1,2,Sales Executive,2.0,6735.0,6,No,15,3,0
999,40.0,No,Travel_Frequently,,2.0,Medical,2,Male,3,2,Sales Executive,2.0,4327.0,5,No,12,3,0
1000,29.0,Yes,Travel_Rarely,Research & Development,7.0,Technical Degree,2,Female,3,1,Laboratory Technician,3.0,3339.0,3,Yes,13,3,7
1001,32.0,Yes,Travel_Rarely,Research & Development,7.0,Life Sciences,4,Male,3,2,Laboratory Technician,3.0,4883.0,1,No,18,3,10
1002,,No,Non-Travel,Sales,10.0,Life Sciences,4,Male,3,2,Sales Executive,3.0,4001.0,1,Yes,14,3,15
1003,41.0,No,Travel_Rarely,Research & Development,7.0,Medical,4,Female,3,2,Manufacturing Director,3.0,5003.0,6,No,14,3,2
1004,39.0,No,Non-Travel,Research & Development,1.0,Life Sciences,4,Male,3,2,Laboratory Technician,4.0,6472.0,1,Yes,15,3,9
1005,43.0,No,Travel_Rarely,Research & Development,2.0,Medical,4,Female,4,1,Research Scientist,3.0,2645.0,1,No,12,3,5
1006,32.0,No,Travel_Rarely,Sales,4.0,Life Sciences,3,Female,3,1,Sales Representative,2.0,3931.0,2,No,11,3,4
1007,33.0,Yes,,Research & Development,1.0,Other,4,Male,3,1,Research Scientist,4.0,2686.0,1,Yes,13,3,10
1008,45.0,No,Travel_Frequently,Research & Development,,Medical,2,Male,3,2,Healthcare Representative,3.0,5399.0,4,No,12,3,4
1009,34.0,No,Travel_Rarely,Research & Development,2.0,Medical,3,Female,2,1,Research Scientist,,4381.0,1,No,11,3,6
1010,37.0,No,Travel_Rarely,Research & Development,21.0,Life Sciences,2,Male,4,1,Research Scientist,1.0,3564.0,1,Yes,12,3,8
1011,33.0,No,Travel_Rarely,Sales,8.0,Life Sciences,1,Male,3,2,Sales Executive,1.0,,2,No,13,3,2
1012,43.0,No,Non-Travel,Research & Development,7.0,Medical,4,Male,4,1,Research Scientist,4.0,2089.0,4,No,14,3,5
1013,29.0,Yes,Travel_Rarely,Research & Development,,Other,2,Male,1,1,Laboratory Technician,1.0,2119.0,1,Yes,11,3,7
1014,26.0,Yes,,Research & Development,5.0,Medical,3,Female,2,1,Research Scientist,3.0,2366.0,1,Yes,14,3,8
1015,,No,,Sales,10.0,Marketing,4,Male,4,3,Sales Executive,3.0,8380.0,0,Yes,14,3,9
1016,,No,Travel_Rarely,Human Resources,8.0,Other,3,Male,3,2,Human Resources,2.0,4071.0,2,No,13,3,10
1017,40.0,No,Travel_Frequently,Research & Development,,Medical,1,Male,2,2,Laboratory Technician,3.0,5094.0,6,No,14,3,1
1018,34.0,No,Travel_Rarely,Research & Development,1.0,Life Sciences,2,Male,2,1,Research Scientist,4.0,3622.0,1,Yes,13,3,6
1019,30.0,No,Travel_Rarely,Sales,4.0,Medical,3,Female,2,2,Sales Executive,2.0,5209.0,1,Yes,12,3,11
1020,39.0,No,Travel_Rarely,Sales,6.0,Medical,4,Male,4,3,Sales Executive,3.0,8237.0,2,No,11,3,7
1021,29.0,Yes,Travel_Rarely,Research & Development,25.0,Technical Degree,3,Female,2,1,Research Scientist,2.0,2546.0,5,No,16,3,2
1022,37.0,Yes,Travel_Rarely,Research & Development,11.0,Medical,1,Female,1,2,Healthcare Representative,2.0,4777.0,5,No,15,3,1
1023,,Yes,Travel_Rarely,Research & Development,1.0,Technical Degree,1,Male,2,1,Research Scientist,1.0,,6,No,13,3,9
1024,,Yes,Travel_Rarely,Research & Development,,Life Sciences,4,Female,3,1,Laboratory Technician,2.0,2210.0,1,No,13,3,1
1025,30.0,Yes,Travel_Rarely,Research & Development,3.0,Technical Degree,4,Female,3,1,Research Scientist,,2657.0,5,Yes,11,3,5
1026,36.0,No,Travel_Frequently,Research & Development,3.0,Technical Degree,3,Male,3,1,Research Scientist,2.0,3692.0,1,No,12,3,11
1027,31.0,Yes,Travel_Frequently,Research & Development,20.0,Life Sciences,1,Male,3,3,Healthcare Representative,3.0,9824.0,3,No,12,3,1
1028,27.0,No,Travel_Rarely,Sales,2.0,Life Sciences,4,Male,3,2,Sales Executive,3.0,4478.0,1,Yes,11,3,5
1029,43.0,No,Non-Travel,Research & Development,9.0,Life Sciences,1,Male,3,1,Research Scientist,3.0,2438.0,4,No,13,3,3
1030,,No,Travel_Frequently,Sales,1.0,Medical,2,Female,3,3,Sales Executive,4.0,7918.0,1,No,14,3,11
1031,,No,Travel_Frequently,Research & Development,6.0,Other,3,Male,4,1,Laboratory Technician,4.0,2544.0,0,No,18,3,7
1032,30.0,No,Travel_Rarely,Sales,15.0,Marketing,3,Male,2,3,Sales Executive,1.0,7140.0,2,No,11,3,7
